ID,Title,Delivery Team,PreConditions,Section,Section Hierarchy,Steps (Expected Result),Steps (Step),Tags,Type,Can be automated on Printers,Can be automated on Simulators,Cannot be automated,Need Information,Dependencies,Comments,
C51478166,"Verify On Job cancel of a print job on client, subsequent jobs should get printed properly",,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"1. Current job should get cancelled.
Subsequent jobs should get printed properly.","1. Add a printer
Print a large job (>10mb). 
Send few more jobs while the first job is getting processed.
Cancel the current job from the client.
Expected Result:
Current job should get cancelled.
Subsequent jobs should get printed properly.","OSV_FWQA, Dune_Specific",Manual,,,Cannot be automated,,"OS, Files",cancelling job may cause jam,
C51478167,Verify printer installation using IP,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"1. Print test page should be succcessful. Also, in wireshark packet capture, communication between the client and server happens via LPD port(515).
2. Print test page should be succcessful. Also, in wireshark packet capture, communication between the client and server happens via LPD port(515)
Printer should not go to to offline and page should print 
Print job should give output","1. Goto Start->Control panel->Devices and Printers->Add a printer->Add a local printer->select ""create a new port""->choose type of port->Standard TCP/IP port->Enter the printer IP address or hostname->Enter the Hostname of the printer->Choose the discrete driver path to install the driver->Click on ""Next"" to complete the wizard to install the printer successfully.
After installating the printer, goto printer properties->Choose ""Ports"" tab->Choose Configuration port->Select LPD and give the queue name and click on ""OK"".
Fire a test page print.
Expected Result:
Print test page should be succcessful. Also, in wireshark packet capture, communication between the client and server happens via LPD port(515).
2. Test Pre-Requisite:
Upgrade the printer with latest firmware. 
Connect the printer in wired/wireless network.
Protocols: IPV4/IPV6

Goto Start->Control panel->Devices and Printers->Add a printer->Add a local printer->select ""create a new port""->choose type of port->Standard TCP/IP port->Enter the printer IP address or hostname-give the ipv4/ipv6 address of the printer->Choose the discrete driver path to install the driver->Click on ""Next"" to complete the wizard to install the printer successfully.
After installating the printer, goto printer properties->Choose ""Ports"" tab->Choose Configuration port->Select LPD and give the queue name and click on ""OK"".
Fire a test page print.
Expected Result:
Print test page should be succcessful. Also, in wireshark packet capture, communication between the client and server happens via LPD port(515)
1.Install printer driver via TCP/IP protocol on the computer 2k8 
2.Print testpage
Print job using USB","OSV_FWQA, Dune_Specific",Manual,,,Cannot be automated,,Need to check output in wireshark,,
C51478168,Verify the behavior of printer after stressing from multiple hosts,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"1. The printer should be able to process bomb jobs with little queue back up.  
Printer should never stop receiving jobs.
2. The printer should be able to process bomb jobs with little queue back up.  
Printer should never stop receiving jobs.
3. All print jobs should get printed successfully.","1. Create an auto queue on host systems.
Send a huge size print job continuously for 3hours from three hosts.
After three hours see if queues empty.
Expected Result:
The printer should be able to process bomb jobs with little queue back up.  
Printer should never stop receiving jobs.
2. Create raw queue on host systems.
Send a huge size print job continuously for 3hours from three hosts.
After three hours see if queues empty.
Expected Result:
The printer should be able to process bomb jobs with little queue back up.  
Printer should never stop receiving jobs.
3. Create text queues on the host systems.
From multiple hosts, send a large print job.
Expected Result:
All print jobs should get printed successfully.","OSV_FWQA, Dune_Specific",Manual,,,Cannot be automated,,,Need to load media for continous 3hrs of printing,
C51478169,Verify the cancellation of print job at client and device.,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"1. Job should be cancelled successfully and should be cleared from the print spooler.
2. Job should be cancelled successfully and should be cleared from the print spooler.","1. Add a printer.
Print a large job(>10mb).
While printing the jobs, cancel the print job at client machine.
Expected Result:
Job should be cancelled successfully and should be cleared from the print spooler.
2. Add a printer.
Print a large job(>10mb).
While printing the jobs, cancel the print job at device.
Expected Result:
Job should be cancelled successfully and should be cleared from the print spooler.","OSV_FWQA, Dune_Specific",Manual,,,Cannot be automated,,Device,cancelling job may cause jam,
C51478170,verify the printer behavior in different subnet.,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"1. There should not be any connection loss between the client and the printer.
Continous ping should be succesfull.
Print job should be happen.","1. 1. Connect the printer(eg: Printer IP: 10.60.a.b) and subnet mask: 255.255.255.0) and the test machine(eg: IP: 192.168.x.y and subnet mask: 255.255.255.0) in different subnets.
2. Open command prompt and do a continuous ping .(ie: ping <Printer IP addr> -t).
3. Install a printer using Add a printer method via LPD.
4. Fire a test page print or any other file.
Expected Result:
There should not be any connection loss between the client and the printer.
Continous ping should be succesfull.
Print job should be happen.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478171,Verify the printer behavior when performing simultaneous print from P9100 and LPD ports.,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,1. All print jobs should get printed successfully.,"1. Test Pre-Requisite:
Upgrade the printer with latest firmware. 
Connect the printer in wired/wireless network.
Printer should be installed.

Store the print jobs in the print queue and send a print job simultaneously.
Expected Result:
All print jobs should get printed successfully.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478172,Verify the printer behavior after installation of the printer in Linux platform.,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,1. Printer installation should be successful and print should go through successfully.,"1. Install a printer via LPD in Linux platform.
Fire a test page print or supported application file print.
Expected Result:
Printer installation should be successful and print should go through successfully.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478173,Verify the printer uninstallation through Add printer wizard,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,1. Uninstallation should be successful.,"1. Goto Devices and Printers -> select the installed printer to be uninstalled.
Expected Result:
Uninstallation should be successful.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478174,Verify the printing of different files through LPD and from single host,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,1. All print jobs should get printed successfully.,"1. Goto Start->Control panel->Devices and Printers->Add a printer->Add a local printer->select ""create a new port""->choose type of port->Standard TCP/IP port->Enter the printer IP address or hostname->Choose the discrete driver path to install the driver->Click on ""Next"" to complete the wizard to install the printer successfully.
After installating the printer, goto printer properties->Choose ""Ports"" tab->Choose Configuration port->Select LPD and give the queue name and click on ""OK"".

Print a one page/multi page print
Print different sizes of PS and PCL files from command prompt using the command ""copy /b filename \\machine-ip\shared name of the printer.

Expected Result:
All print jobs should get printed successfully.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478175,Verify the printing of different user application files,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,1. All print jobs should get printed successfully.,"1. Goto Start->Control panel->Devices and Printers->Add a printer->Add a local printer->select ""create a new port""->choose type of port->Standard TCP/IP port->Enter the printer IP address or hostname->Choose the discrete driver path to install the driver->Click on ""Next"" to complete the wizard to install the printer successfully.

Send different application file(.docx, .xls, .html, .txt, .msg, .bmp, .tiff, .giff, .jpeg, .ppt) print jobs  one by one continously.
Expected Result:
All print jobs should get printed successfully.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478203,LPD_004_Short Hose Break,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"The print jobs should print succesfully
No problems with the print server should show up.
The print jobs should print succesfully No problems with the print server should show up.","Add a printer and create a queue on host.
Break the cable.
Send print job.
Immediately reattach the cable(within < 30secs)
Send another print job.
Observe two jobs printed correctly.

Expected Result:
The print jobs should print succesfully 
No problems with the print server should show up.
Add a printer and create a queue on host. Break the cable. Send print job. Immediately reattach the cable(within < 90secs) Send another print job. Observe two jobs printed correctly.
Expected Result:
The print jobs should print succesfully
No problems with the print server should show up.","OSV_FWQA, Dune_Specific",Manual,,,Cannot be automated,,"Manual intervention(Break the cable., reattach cable)",,
C51478205,LPD_008_Pause print Active Job,Workstream: Connectivity,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,"Job is paused

Job is paused","Add a printer
Print a job
Pause active job

Expected Result:
Job is paused

Add a printer Print a job Pause Inactive job
Expected Result:
Job is paused","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
C51478207,LPD_002_Multiple Jobs,,,LPD,Manual > Product_Shared > Connectivity > Wired-Connectivity > N/W Printing > LPD,1. Printer should print all the print jobs properly.,"1. Add a printer using LPD
Print multiple jobs 


Expected Result:
Printer should print all the print jobs properly.","OSV_FWQA, Dune_Specific",Manual,Yes,Yes,,,,,
